0,5925208
5925208,5934292
5934292,5932868
5932868,3225848052
3225848052,3221763596
3221763596,3225779992
3225779992,3221528472
3221528472,3221516976
3221516976,3223809736
3223809736,3223253460
3223253460,3222860424
3222860424,3222854764
3222854764,3221550096
3221550096,3222874040
3222874040,3221482980
3221482980,3222031592
3222031592,3222085656
3222085656,3222264820
3222264820,3221865000
3221865000,3221698736
3221698736,3222249408
3222249408,3221455596
3221455596,3222886252
3222886252,3221651156
3221651156,3221444356
3221444356,3221393096
3221393096,3223291268
3223291268,3221468164
3221468164,3222309732
3222309732,3225810852
3225810852,3225782420
3225782420,3224565400
3224565400,3224037620
3224037620,3221424400
3221424400,3225829316
3225829316,3223324164
3223324164,3223787732
3223787732,3224573968
3224573968,3223153744
3223153744,3223154912
3223154912,3223200772
3223200772,3223324820
3223324820,3223316068
3223316068,3221551640
3221551640,3221528612
3221528612,3225811308
3225811308,3225845568
3225845568,3223948600
3223948600,3223905592
3223905592,3224035676
3224035676,3225787528
3225787528,3221557036
3221557036,3225806524
3225806524,3223237536
3223237536,3223899460
3223899460,3223985168
3223985168,3224401708
3224401708,3223830056
3223830056,3224197596
